Overall Qual,Overall Cond,Total Bsmt SF,Central Air,Gr Liv Area,SalePrice
5,8,504.0,1,1252,127000
5,6,1251.0,1,1433,161000
5,6,1444.0,1,1624,146500
5,5,1056.0,1,1216,135000
5,3,2136.0,0,2136,137900
6,7,806.0,1,1578,133000
5,6,704.0,1,1728,137000
5,6,936.0,1,936,121000
5,5,1584.0,1,1584,119000
6,5,1246.0,1,1246,172000
5,3,1235.0,1,1235,98600
7,6,924.0,1,2157,226000
5,5,936.0,1,1128,118000
8,4,1360.0,1,3112,235000
6,7,1008.0,1,1008,135000
5,6,1106.0,1,1190,132500
5,6,1144.0,1,1144,143000
5,5,1179.0,1,1364,132000
6,5,1383.0,1,1383,145250
6,6,1121.0,1,1336,162000
5,6,1058.0,1,1370,148000
5,5,1092.0,1,1092,141000
6,6,1124.0,1,1124,153000
5,6,1070.0,1,1236,134450
5,5,943.0,1,943,135960
6,8,1050.0,1,1050,156000
6,5,1367.0,1,1375,140000
5,6,1008.0,1,1008,139500
6,6,216.0,1,1575,155000
5,7,301.0,1,1145,127000
5,5,1005.0,1,1005,133500
5,6,1056.0,1,1056,125000
5,6,884.0,1,884,142000
7,5,929.0,1,2039,167000
5,5,1015.0,1,1384,159000
5,5,2171.0,1,2640,180000
6,6,784.0,1,1312,127000
6,6,617.0,1,1310,112000
3,8,713.0,1,713,99800
5,7,833.0,1,833,117000
5,6,1073.0,1,1073,108480
3,3,715.0,0,715,68000
4,8,448.0,1,720,86900
5,6,1120.0,1,1130,120000
6,8,663.0,1,1595,155500
4,4,1077.0,1,1760,80000
3,4,672.0,1,1214,105000
5,4,954.0,0,2414,160000
5,8,796.0,1,1466,170000
6,5,1088.0,1,1324,160000
5,5,1024.0,1,1086,159950
6,5,1083.0,1,1146,165000
6,7,912.0,1,1734,159000
6,5,1135.0,1,1207,147000
5,5,912.0,1,912,115000
6,6,655.0,1,1194,159500
6,6,864.0,1,864,120000
5,7,816.0,1,816,129900
6,6,1313.0,1,1773,183000
7,5,0.0,1,1472,157500
7,8,1438.0,1,2448,277500
5,6,1484.0,1,1600,207500
4,6,910.0,1,1521,147500
4,4,720.0,0,1192,135000
5,7,0.0,1,1040,109500
4,5,0.0,1,1040,109900
5,5,1040.0,1,1040,133700
3,4,0.0,0,1040,81400
3,4,0.0,0,1040,87500
3,4,0.0,0,1040,93500
5,5,1556.0,1,1556,119000
5,6,1150.0,1,1150,141000
5,4,1150.0,1,1150,146000
6,5,660.0,1,1348,155000
5,5,925.0,1,999,134500
7,6,1045.0,1,1045,120000
5,6,864.0,1,864,105000
5,5,1025.0,1,1025,124000
5,8,716.0,1,2014,169000
4,4,686.0,0,1328,107000
5,6,1212.0,1,1668,135000
4,6,1147.0,0,1657,111500
6,8,780.0,1,1416,156500
7,7,728.0,1,1641,178000
7,7,712.0,1,1428,139900
7,8,502.0,0,1004,105000
6,8,813.0,1,813,110000
4,6,938.0,0,1951,111500
6,5,1032.0,0,1032,108000
5,7,844.0,1,844,111500
5,6,636.0,1,1750,124000
4,5,576.0,1,864,105000
6,8,648.0,1,1118,116000
3,5,738.0,1,1376,96900
5,7,960.0,1,960,135500
5,7,816.0,1,1566,139000
3,5,492.0,1,492,61500
6,7,770.0,1,1182,120000
3,8,1162.0,1,1163,126175
3,4,798.0,1,840,64000
6,8,1020.0,0,1928,137000
4,2,1095.0,0,1774,87000
7,7,880.0,0,1768,163000
7,6,1226.0,1,2104,155000
5,4,540.0,0,1440,79000
7,6,815.0,1,1690,144000
6,7,684.0,0,1368,114504
7,7,596.0,1,1762,157000
6,5,1200.0,1,1200,125000
10,9,1107.0,1,3608,475000
5,7,624.0,0,1248,93500
5,5,960.0,1,960,125000
3,3,1020.0,0,1020,64500
4,5,788.0,1,788,100000
6,5,972.0,1,1577,140200
6,7,848.0,0,1827,202500
6,7,1004.0,1,1664,159000
5,7,793.0,1,1118,119900
6,6,816.0,1,1176,114500
5,4,896.0,1,1344,115000
3,5,728.0,1,1162,75000
5,7,768.0,0,1015,88000
4,5,0.0,0,912,80500
5,6,1042.0,1,1576,149000
5,7,741.0,1,1324,110000
6,6,1103.0,1,1103,110500
5,7,616.0,1,616,89000
5,6,993.0,1,1048,113000
5,5,816.0,1,816,109000
6,5,1595.0,1,2486,220000
4,5,960.0,0,960,129000
6,8,485.0,1,1635,117000
4,4,693.0,0,693,52500
4,5,596.0,1,1430,107000
5,8,396.0,1,1330,116500
5,4,610.0,0,819,72000
6,6,780.0,1,1376,119500
5,6,803.0,1,1360,125500
3,4,1007.0,0,1077,91000
6,8,520.0,0,754,84500
6,6,984.0,1,984,90000
5,5,806.0,1,1422,137500
6,5,1921.0,1,1921,150000
5,5,0.0,1,1640,131000
5,4,1062.0,1,1352,130000
5,7,0.0,0,1032,125000
5,3,830.0,1,879,80000
7,5,1073.0,1,1073,157000
4,5,1051.0,1,1382,148000
4,5,0.0,1,1296,90000
6,8,1059.0,1,1068,154500
5,6,1064.0,1,1064,153600
5,6,1164.0,1,1320,164500
6,7,912.0,1,934,132000
5,6,1059.0,1,1059,142500
5,5,1051.0,1,1159,158000
6,7,672.0,1,1400,149500
5,5,1176.0,1,1458,165000
5,6,1461.0,1,1721,180000
6,6,960.0,1,1040,160500
5,4,1967.0,1,1967,156500
5,4,1949.0,1,1949,157000
5,5,1052.0,1,1920,172500
5,4,1134.0,1,1803,155000
5,4,1763.0,1,1779,170000
5,5,872.0,0,872,105000
4,9,648.0,1,960,145000
5,6,1188.0,1,1437,168000
7,6,1865.0,1,1830,278000
5,6,1000.0,1,1000,164000
7,4,1304.0,1,2287,225000
5,7,782.0,1,810,130000
5,5,864.0,1,894,142500
7,5,430.0,1,1700,148400
7,5,1453.0,1,1453,190000
4,5,967.0,1,1350,146000
5,5,799.0,0,1150,128000
5,8,896.0,1,2008,225000
6,7,697.0,1,2201,274970
6,7,672.0,1,2009,235000
6,8,1836.0,1,3672,415000
5,5,1776.0,1,1560,182000
5,6,0.0,1,1488,135000
5,8,1057.0,1,1057,137000
6,4,994.0,1,1855,136900
6,5,1000.0,1,1609,149900
5,7,980.0,1,1148,123500
5,5,0.0,1,1124,93000
5,3,810.0,1,1456,91500
6,5,1298.0,1,1298,180000
6,4,868.0,1,2559,209000
8,5,777.0,1,1911,215000
6,8,1344.0,1,1440,224500
7,5,1308.0,1,1876,229800
7,5,1208.0,1,1208,183600
7,5,1199.0,1,1220,194000
7,5,1286.0,1,1294,193879
7,5,1614.0,1,1614,221500
7,5,1498.0,1,1498,204900
7,5,1391.0,1,1962,239799
6,5,1836.0,1,1846,233555
7,5,1734.0,1,1734,260000
8,5,1570.0,1,1590,294900
7,5,945.0,1,1809,209700
7,5,1614.0,1,1614,225000
7,5,784.0,1,1596,181000
8,5,908.0,1,1915,220000
5,5,1624.0,1,1582,190000
6,5,938.0,1,988,180000
7,5,1533.0,1,1533,280000
6,5,1388.0,1,1388,158900
5,5,870.0,1,914,148000
5,6,1100.0,1,1100,145000
6,5,781.0,1,1499,187000
7,5,1425.0,1,1425,193000
5,5,990.0,1,990,156000
7,5,1525.0,1,1525,235000
6,5,1479.0,1,1494,217000
7,5,1588.0,1,1588,214000
7,5,842.0,1,1749,196000
7,5,951.0,1,1779,217000
7,5,916.0,1,1861,200000
7,5,936.0,1,1776,192500
7,5,1541.0,1,1541,205000
5,5,911.0,1,954,132500
6,6,675.0,1,1388,157500
6,6,995.0,1,1282,174000
5,6,971.0,1,971,128500
5,7,864.0,1,864,128500
5,7,894.0,1,894,149900
5,8,864.0,1,864,119900
6,5,630.0,1,1320,137000
8,5,1065.0,1,1989,255000
7,5,826.0,1,1762,222000
6,5,840.0,1,1755,214000
8,5,1348.0,1,1358,220000
8,5,1753.0,1,1787,275000
7,5,872.0,1,1909,197000
7,5,1654.0,1,1654,230000
8,5,1090.0,1,2214,268500
7,5,1065.0,1,2049,210900
7,5,1054.0,1,1939,227000
7,5,930.0,1,1995,237000
7,6,1108.0,1,2097,274300
7,5,1860.0,1,1836,216837
6,5,848.0,1,848,133000
6,5,848.0,1,848,155900
8,5,1079.0,1,1919,233230
7,5,1390.0,1,1390,207000
7,5,847.0,1,1948,195000
6,5,1682.0,1,1700,200000
7,5,851.0,1,1737,203160
7,5,784.0,1,1611,195800
7,5,1552.0,1,1552,212900
7,5,860.0,1,1720,196500
7,5,1336.0,1,1336,198000
6,5,750.0,1,1500,173900
6,5,728.0,1,1456,163990
7,5,1310.0,1,1310,164990
4,6,676.0,1,1436,98000
5,4,1466.0,1,1466,149900
4,5,836.0,1,1220,102000
6,5,976.0,1,1012,127500
6,5,945.0,1,980,127500
5,4,1176.0,1,1176,119900
7,5,796.0,1,1724,196500
6,5,914.0,1,914,117250
7,5,1150.0,1,2314,229000
5,5,547.0,1,1072,145000
6,5,547.0,1,1072,140000
6,5,547.0,1,1072,142500
7,5,970.0,1,1709,134000
7,5,970.0,1,1709,130000
6,5,970.0,1,1709,130000
7,5,970.0,1,1709,137500
7,5,976.0,1,1708,130000
4,7,624.0,1,936,97900
6,3,832.0,1,1338,92000
4,5,1093.0,0,1669,107000
5,3,658.0,1,1184,81000
5,7,784.0,1,1221,104900
5,7,864.0,1,864,115000
4,4,954.0,1,1482,125000
5,7,686.0,1,1250,116000
4,4,864.0,0,1414,83000
4,5,795.0,0,2230,118500
2,3,498.0,0,498,35000
4,7,616.0,0,1273,121000
5,8,686.0,1,1928,160000
6,5,940.0,1,1595,140000
5,5,1058.0,1,1551,137000
6,6,780.0,0,1340,128000
7,8,624.0,1,1479,160000
5,5,747.0,1,1784,138887
6,8,755.0,1,1510,149000
5,5,1008.0,1,1522,102000
7,8,818.0,1,1636,167000
7,6,793.0,1,1802,200100
5,5,992.0,1,1465,131000
5,4,824.0,0,1288,112000
7,5,756.0,1,1717,140000
6,5,817.0,1,1550,195000
8,7,792.0,1,1517,230000
5,6,901.0,1,1717,194000
4,5,700.0,1,1180,137500
7,7,1017.0,1,2057,250000
7,7,1022.0,1,1671,218000
6,8,952.0,1,2345,239000
7,7,637.0,1,1609,199500
6,7,697.0,1,1801,210000
6,7,1073.0,1,1811,230000
5,6,1430.0,1,1647,217500
5,7,1168.0,1,2315,257000
5,5,1165.0,1,1336,157000
6,5,1844.0,1,1844,223000
5,6,976.0,0,976,102000
6,7,861.0,1,1285,145400
4,4,432.0,0,672,72000
4,6,641.0,1,641,85000
4,6,951.0,0,951,106500
6,5,967.0,1,1638,139000
4,6,637.0,1,1336,108000
3,5,0.0,0,729,51689
2,3,480.0,0,480,35311
5,6,660.0,0,1396,115000
3,5,216.0,0,936,78000
8,5,1573.0,1,1778,375000
8,5,1594.0,1,1646,300000
6,6,1625.0,1,1625,242500
6,5,1664.0,1,1664,145000
8,5,1491.0,1,1491,209000
6,5,975.0,1,1004,135000
6,6,1128.0,1,1210,148000
7,5,1907.0,1,1959,171000
7,5,1210.0,1,2519,335000
7,5,0.0,1,1295,230000
6,5,1632.0,1,1650,250764
8,6,1686.0,1,1707,228000
6,6,1112.0,1,1137,176000
7,5,1309.0,1,1339,180000
7,5,1216.0,1,2514,250000
6,5,1381.0,1,1403,202000
8,5,1800.0,1,1800,312500
8,5,1728.0,1,1960,320000
8,5,1868.0,1,2028,369900
9,5,1838.0,1,1838,359900
1,3,0.0,1,1600,81500
7,5,1288.0,1,1368,215000
6,5,1216.0,1,1216,164000
6,5,1237.0,1,1337,153500
5,5,1140.0,1,1140,84500
5,6,264.0,1,1304,104500
5,6,757.0,1,1475,127000
6,4,942.0,1,2521,151400
5,7,864.0,1,874,126500
5,5,1652.0,1,1652,146500
4,6,630.0,1,630,73000
4,4,546.0,1,1092,79400
5,5,1104.0,1,1360,140000
5,7,630.0,1,630,92000
4,5,546.0,1,1092,87550
4,5,546.0,1,1092,79500
4,7,546.0,1,1092,90500
4,5,546.0,1,1092,71000
6,5,1728.0,1,1728,150900
5,5,1728.0,1,1728,188000
5,5,1126.0,1,1126,160000
5,7,1224.0,1,1224,131000
6,6,1003.0,1,1003,142500
5,5,864.0,1,902,131000
5,5,912.0,1,970,132000
5,5,1389.0,1,1389,170000
7,5,996.0,1,2000,188000
